data,regiao,estado,categoria,vendedor,receita,qtd_itens,meta
2023-09-16,Sul,RS,Roupas & Calçados,Fernanda Alves,289.21,2,321.72
2023-09-16,Norte,RO,Roupas & Calçados,Helena Martins,268.65,4,273.39
2023-09-16,Sudeste,RJ,Roupas & Calçados,Ana Silva,273.78,1,353.69
2023-09-16,Nordeste,CE,Esportes & Lazer,Diana Santos,190.59,4,209.62
2023-09-16,Sudeste,ES,Alimentos & Bebidas,Gustavo Pereira,192.2,3,197.64
2023-09-16,Nordeste,BA,Casa & Jardim,Bruno Costa,119.02,3,133.26
2023-09-16,Sul,RS,Casa & Jardim,Helena Martins,521.21,4,626.34
2023-09-16,Norte,TO,Eletrônicos,Carlos Lima,2239.21,4,2313.88
2023-09-16,Norte,RO,Alimentos & Bebidas,Ana Silva,236.8,1,207.77
2023-09-16,Sul,PR,Eletrônicos,Eduardo Rocha,2647.61,5,3491.25
2023-09-17,Sudeste,SP,Roupas & Calçados,Carlos Lima,450.05,4,605.72
2023-09-17,Sudeste,RJ,Roupas & Calçados,Bruno Costa,271.9,5,360.25
2023-09-17,Centro-Oeste,DF,Eletrônicos,Ana Silva,258.01,2,281.83
2023-09-17,Centro-Oeste,GO,Eletrônicos,Helena Martins,257.53,2,276.29
2023-09-17,Sudeste,MG,Casa & Jardim,Ana Silva,517.8,6,617.9
2023-09-17,Centro-Oeste,MS,Roupas & Calçados,Diana Santos,139.82,4,150.1
2023-09-17,Sudeste,RJ,Roupas & Calçados,Helena Martins,147.94,5,185.99
2023-09-18,Sudeste,MG,Alimentos & Bebidas,Diana Santos,22.51,1,25.69
2023-09-18,Nordeste,CE,Alimentos & Bebidas,Helena Martins,123.29,6,126.13
2023-09-18,Centro-Oeste,MS,Esportes & Lazer,Diana Santos,864.61,5,917.56
2023-09-18,Nordeste,PE,Casa & Jardim,Carlos Lima,163.68,4,167.86
2023-09-18,Nordeste,MA,Eletrônicos,Helena Martins,3373.53,3,4572.45
2023-09-18,Sudeste,RJ,Roupas & Calçados,Diana Santos,490.48,2,683.64
2023-09-18,Centro-Oeste,GO,Alimentos & Bebidas,Carlos Lima,153.74,5,142.74
2023-09-18,Norte,RO,Roupas & Calçados,Bruno Costa,240.84,1,244.91
2023-09-18,Sul,PR,Esportes & Lazer,Diana Santos,107.7,4,139.31
2023-09-18,Sudeste,SP,Alimentos & Bebidas,Gustavo Pereira,205.06,2,239.19
2023-09-19,Nordeste,CE,Roupas & Calçados,Diana Santos,105.71,4,110.86
2023-09-19,Sudeste,ES,Casa & Jardim,Eduardo Rocha,614.76,3,733.82
2023-09-19,Sul,PR,Alimentos & Bebidas,Carlos Lima,91.61,6,100.8
2023-09-19,Sul,SC,Esportes & Lazer,Eduardo Rocha,405.26,1,498.64
2023-09-19,Sudeste,MG,Esportes & Lazer,Eduardo Rocha,920.66,3,1261.18
2023-09-20,Sudeste,SP,Roupas & Calçados,Fernanda Alves,71.07,3,102.6
2023-09-20,Nordeste,BA,Roupas & Calçados,Ana Silva,328.29,1,382.23
2023-09-20,Sul,SC,Casa & Jardim,Eduardo Rocha,671.83,6,723.26
2023-09-20,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,440.77,5,600.96
2023-09-20,Centro-Oeste,MS,Roupas & Calçados,Ana Silva,192.76,4,201.48
2023-09-20,Nordeste,BA,Alimentos & Bebidas,Bruno Costa,64.94,4,61.29
2023-09-20,Sul,SC,Eletrônicos,Eduardo Rocha,570.95,5,719.93
2023-09-21,Sudeste,MG,Esportes & Lazer,Carlos Lima,882.96,2,1122.36
2023-09-21,Norte,AM,Alimentos & Bebidas,Eduardo Rocha,27.83,3,21.1
2023-09-21,Nordeste,BA,Eletrônicos,Ana Silva,3433.11,2,4086.81
2023-09-21,Sudeste,MG,Roupas & Calçados,Bruno Costa,482.27,2,648.14
2023-09-21,Norte,PA,Casa & Jardim,Eduardo Rocha,601.17,3,569.32
2023-09-21,Centro-Oeste,MT,Esportes & Lazer,Carlos Lima,536.06,1,624.86
2023-09-21,Sudeste,ES,Alimentos & Bebidas,Diana Santos,225.51,5,254.53
2023-09-21,Nordeste,MA,Casa & Jardim,Ana Silva,689.71,6,748.65
2023-09-21,Sudeste,SP,Casa & Jardim,Diana Santos,84.15,3,115.01
2023-09-21,Centro-Oeste,GO,Casa & Jardim,Fernanda Alves,615.0,1,654.44
2023-09-21,Nordeste,MA,Roupas & Calçados,Gustavo Pereira,124.48,5,136.15
2023-09-21,Sudeste,ES,Roupas & Calçados,Diana Santos,366.78,4,439.53
2023-09-21,Norte,RO,Alimentos & Bebidas,Helena Martins,181.29,3,156.95
2023-09-21,Centro-Oeste,MS,Alimentos & Bebidas,Ana Silva,186.22,4,170.19
2023-09-21,Sudeste,RJ,Casa & Jardim,Carlos Lima,69.08,4,92.69
2023-09-21,Centro-Oeste,DF,Esportes & Lazer,Fernanda Alves,737.53,6,807.36
2023-09-21,Sudeste,RJ,Casa & Jardim,Diana Santos,262.94,1,329.42
2023-09-22,Sul,SC,Alimentos & Bebidas,Diana Santos,174.31,5,194.77
2023-09-22,Sudeste,RJ,Esportes & Lazer,Bruno Costa,718.26,1,906.51
2023-09-22,Sul,PR,Alimentos & Bebidas,Eduardo Rocha,53.84,4,54.25
2023-09-22,Norte,TO,Esportes & Lazer,Eduardo Rocha,219.59,6,212.95
2023-09-22,Sul,SC,Casa & Jardim,Fernanda Alves,437.61,6,470.75
2023-09-22,Sudeste,MG,Casa & Jardim,Diana Santos,720.52,3,902.46
2023-09-22,Norte,RO,Casa & Jardim,Diana Santos,57.64,3,54.51
2023-09-22,Sudeste,RJ,Esportes & Lazer,Ana Silva,1068.05,2,1589.31
2023-09-22,Sudeste,SP,Roupas & Calçados,Fernanda Alves,101.87,5,145.59
2023-09-23,Sudeste,ES,Casa & Jardim,Gustavo Pereira,61.32,3,81.65
2023-09-23,Sudeste,RJ,Eletrônicos,Gustavo Pereira,678.16,4,1115.1
2023-09-23,Sul,SC,Esportes & Lazer,Eduardo Rocha,1172.96,1,1589.54
2023-09-23,Centro-Oeste,DF,Roupas & Calçados,Carlos Lima,257.64,3,275.08
2023-09-23,Nordeste,BA,Casa & Jardim,Ana Silva,233.43,1,237.8
2023-09-23,Centro-Oeste,DF,Roupas & Calçados,Diana Santos,239.3,4,227.96
2023-09-23,Sudeste,SP,Casa & Jardim,Diana Santos,133.82,3,172.3
2023-09-23,Sudeste,SP,Casa & Jardim,Bruno Costa,506.1,5,615.15
2023-09-23,Centro-Oeste,GO,Alimentos & Bebidas,Carlos Lima,108.07,2,99.73
2023-09-24,Norte,TO,Casa & Jardim,Diana Santos,695.51,3,684.67
2023-09-24,Centro-Oeste,MS,Eletrônicos,Eduardo Rocha,2394.8,1,2700.61
2023-09-24,Sudeste,ES,Alimentos & Bebidas,Carlos Lima,187.81,2,214.61
2023-09-24,Sudeste,SP,Eletrônicos,Ana Silva,220.33,3,325.16
2023-09-24,Centro-Oeste,GO,Esportes & Lazer,Gustavo Pereira,169.16,1,184.33
2023-09-24,Sudeste,ES,Roupas & Calçados,Eduardo Rocha,394.24,2,497.58
2023-09-24,Centro-Oeste,GO,Roupas & Calçados,Ana Silva,448.98,6,491.09
2023-09-24,Centro-Oeste,GO,Casa & Jardim,Ana Silva,40.77,3,44.32
2023-09-25,Norte,TO,Alimentos & Bebidas,Gustavo Pereira,50.63,5,42.9
2023-09-25,Sudeste,RJ,Casa & Jardim,Carlos Lima,131.78,3,165.0
2023-09-25,Nordeste,PE,Esportes & Lazer,Ana Silva,178.07,3,194.67
2023-09-25,Nordeste,BA,Eletrônicos,Gustavo Pereira,2901.39,1,3586.06
2023-09-25,Sudeste,ES,Roupas & Calçados,Carlos Lima,184.52,2,230.54
2023-09-26,Sul,PR,Alimentos & Bebidas,Carlos Lima,40.4,1,41.0
2023-09-26,Centro-Oeste,MT,Esportes & Lazer,Ana Silva,1140.84,5,1271.31
2023-09-26,Centro-Oeste,MT,Esportes & Lazer,Ana Silva,392.91,2,410.64
2023-09-26,Nordeste,MA,Esportes & Lazer,Gustavo Pereira,872.89,2,1083.19
2023-09-26,Sudeste,SP,Casa & Jardim,Eduardo Rocha,533.84,2,669.82
2023-09-26,Nordeste,BA,Alimentos & Bebidas,Helena Martins,197.13,6,189.48
2023-09-27,Sul,RS,Esportes & Lazer,Fernanda Alves,108.98,3,138.14
2023-09-27,Nordeste,CE,Eletrônicos,Eduardo Rocha,3462.32,4,4290.06
2023-09-27,Sul,RS,Eletrônicos,Helena Martins,2504.65,5,3402.37
2023-09-27,Sudeste,SP,Esportes & Lazer,Helena Martins,632.48,4,928.12
2023-09-27,Sul,RS,Eletrônicos,Bruno Costa,574.54,3,813.43
2023-09-27,Sudeste,ES,Alimentos & Bebidas,Gustavo Pereira,190.14,6,225.49
2023-09-27,Sul,SC,Alimentos & Bebidas,Fernanda Alves,183.52,1,184.59
2023-09-27,Sudeste,ES,Eletrônicos,Bruno Costa,2327.06,4,3171.52
2023-09-27,Sudeste,MG,Eletrônicos,Helena Martins,1032.53,1,1626.25
2023-09-27,Sudeste,MG,Esportes & Lazer,Eduardo Rocha,733.93,1,961.69
2023-09-27,Sudeste,SP,Esportes & Lazer,Gustavo Pereira,341.44,5,432.95
2023-09-28,Centro-Oeste,MT,Roupas & Calçados,Eduardo Rocha,410.78,2,394.72
2023-09-28,Sul,SC,Alimentos & Bebidas,Ana Silva,195.27,6,198.08
2023-09-28,Nordeste,BA,Eletrônicos,Gustavo Pereira,3353.34,6,4183.3
2023-09-28,Norte,AM,Esportes & Lazer,Fernanda Alves,1180.62,6,1270.53
2023-09-28,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,109.16,1,130.86
2023-09-28,Sul,PR,Eletrônicos,Ana Silva,3272.67,2,4452.01
2023-09-29,Nordeste,CE,Casa & Jardim,Helena Martins,417.21,6,452.42
2023-09-29,Sul,PR,Roupas & Calçados,Bruno Costa,337.51,3,373.9
2023-09-29,Nordeste,MA,Eletrônicos,Gustavo Pereira,2886.54,2,3721.56
2023-09-29,Sul,PR,Roupas & Calçados,Bruno Costa,128.68,6,141.3
2023-09-29,Sudeste,SP,Roupas & Calçados,Eduardo Rocha,132.31,2,172.18
2023-09-29,Sudeste,MG,Alimentos & Bebidas,Fernanda Alves,108.69,5,133.26
2023-09-29,Nordeste,BA,Eletrônicos,Eduardo Rocha,3321.74,5,3762.14
2023-09-29,Sudeste,ES,Alimentos & Bebidas,Gustavo Pereira,144.26,2,166.27
2023-09-29,Nordeste,CE,Eletrônicos,Diana Santos,168.97,4,198.29
2023-09-29,Sudeste,SP,Alimentos & Bebidas,Fernanda Alves,82.96,6,103.55
2023-09-29,Sudeste,SP,Roupas & Calçados,Gustavo Pereira,151.74,2,184.08
2023-09-30,Sudeste,ES,Roupas & Calçados,Carlos Lima,204.44,6,288.23
2023-09-30,Sudeste,SP,Roupas & Calçados,Ana Silva,299.88,1,364.72
2023-09-30,Sul,SC,Eletrônicos,Ana Silva,1802.54,4,2635.65
2023-09-30,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,134.2,6,149.56
2023-09-30,Sul,PR,Roupas & Calçados,Gustavo Pereira,488.53,2,554.86
2023-09-30,Centro-Oeste,MT,Alimentos & Bebidas,Carlos Lima,131.7,2,126.03
2023-09-30,Nordeste,PE,Roupas & Calçados,Carlos Lima,240.2,4,277.55
2023-10-01,Nordeste,BA,Roupas & Calçados,Fernanda Alves,158.54,6,182.01
2023-10-01,Norte,TO,Roupas & Calçados,Helena Martins,444.26,1,418.64
2023-10-01,Nordeste,PE,Esportes & Lazer,Gustavo Pereira,144.7,3,177.91
2023-10-01,Sudeste,MG,Casa & Jardim,Ana Silva,428.98,4,582.67
2023-10-01,Sudeste,ES,Esportes & Lazer,Diana Santos,263.46,6,366.16
2023-10-01,Sudeste,ES,Casa & Jardim,Carlos Lima,501.95,1,683.1
2023-10-01,Sudeste,SP,Alimentos & Bebidas,Helena Martins,228.22,5,249.44
2023-10-01,Sudeste,MG,Roupas & Calçados,Bruno Costa,281.19,5,393.88
2023-10-01,Sudeste,RJ,Roupas & Calçados,Bruno Costa,393.47,1,478.44
2023-10-01,Nordeste,BA,Casa & Jardim,Gustavo Pereira,723.66,4,826.46
2023-10-01,Norte,TO,Casa & Jardim,Eduardo Rocha,35.51,1,36.06
2023-10-02,Sudeste,RJ,Eletrônicos,Diana Santos,326.01,4,488.39
2023-10-02,Sul,SC,Alimentos & Bebidas,Helena Martins,93.06,3,91.67
2023-10-02,Sudeste,SP,Roupas & Calçados,Diana Santos,192.33,6,263.61
2023-10-02,Nordeste,MA,Alimentos & Bebidas,Ana Silva,218.18,3,196.63
2023-10-02,Sudeste,RJ,Alimentos & Bebidas,Ana Silva,29.33,6,32.82
2023-10-02,Sudeste,ES,Roupas & Calçados,Fernanda Alves,456.68,4,602.07
2023-10-02,Sudeste,RJ,Casa & Jardim,Bruno Costa,237.3,2,271.27
2023-10-02,Sul,SC,Alimentos & Bebidas,Helena Martins,218.46,6,222.85
2023-10-02,Norte,AM,Eletrônicos,Diana Santos,3238.59,4,3363.22
2023-10-02,Sudeste,ES,Alimentos & Bebidas,Helena Martins,144.85,2,160.23
2023-10-02,Sul,RS,Alimentos & Bebidas,Gustavo Pereira,188.15,6,196.8
2023-10-02,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,125.43,3,152.07
2023-10-02,Nordeste,BA,Alimentos & Bebidas,Ana Silva,188.08,1,161.52
2023-10-02,Centro-Oeste,MT,Esportes & Lazer,Carlos Lima,1170.27,4,1360.42
2023-10-03,Sul,RS,Alimentos & Bebidas,Fernanda Alves,190.09,5,189.19
2023-10-03,Nordeste,CE,Esportes & Lazer,Diana Santos,953.83,4,1148.27
2023-10-03,Sul,SC,Casa & Jardim,Ana Silva,230.27,4,258.25
2023-10-03,Centro-Oeste,MT,Eletrônicos,Bruno Costa,2887.35,6,3257.69
2023-10-03,Sudeste,ES,Eletrônicos,Gustavo Pereira,2622.47,5,3870.74
2023-10-03,Sul,PR,Roupas & Calçados,Gustavo Pereira,270.64,4,318.85
2023-10-03,Sul,SC,Alimentos & Bebidas,Gustavo Pereira,241.08,3,258.53
2023-10-03,Sudeste,SP,Eletrônicos,Diana Santos,3096.91,5,4369.1
2023-10-03,Norte,PA,Roupas & Calçados,Eduardo Rocha,202.85,1,195.77
2023-10-03,Sudeste,ES,Alimentos & Bebidas,Carlos Lima,111.53,3,123.02
2023-10-03,Nordeste,PE,Roupas & Calçados,Eduardo Rocha,200.15,1,241.11
2023-10-03,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,23.28,4,29.04
2023-10-03,Sul,SC,Eletrônicos,Fernanda Alves,845.92,4,1207.65
2023-10-03,Centro-Oeste,DF,Esportes & Lazer,Ana Silva,304.53,2,299.74
2023-10-04,Nordeste,PE,Casa & Jardim,Fernanda Alves,253.69,2,282.7
2023-10-04,Centro-Oeste,MS,Esportes & Lazer,Fernanda Alves,410.55,4,420.35
2023-10-04,Sul,SC,Casa & Jardim,Gustavo Pereira,483.89,4,549.47
2023-10-04,Sudeste,MG,Eletrônicos,Bruno Costa,267.72,6,363.04
2023-10-04,Sudeste,MG,Alimentos & Bebidas,Helena Martins,194.8,1,244.18
2023-10-05,Sudeste,RJ,Casa & Jardim,Helena Martins,741.96,4,910.59
2023-10-05,Sudeste,RJ,Roupas & Calçados,Fernanda Alves,485.52,1,667.14
2023-10-05,Sul,PR,Eletrônicos,Gustavo Pereira,2529.79,6,3565.87
2023-10-05,Sudeste,SP,Esportes & Lazer,Diana Santos,1199.82,1,1765.46
2023-10-05,Sudeste,SP,Esportes & Lazer,Diana Santos,643.46,2,846.06
2023-10-05,Nordeste,CE,Casa & Jardim,Gustavo Pereira,305.33,5,291.68
2023-10-05,Nordeste,MA,Eletrônicos,Ana Silva,3222.54,3,3949.16
2023-10-05,Nordeste,PE,Casa & Jardim,Carlos Lima,707.92,2,768.44
2023-10-06,Sul,RS,Eletrônicos,Eduardo Rocha,520.59,4,782.31
2023-10-06,Sul,PR,Eletrônicos,Carlos Lima,871.55,2,1219.57
2023-10-06,Sudeste,SP,Eletrônicos,Bruno Costa,1932.38,3,3148.29
2023-10-06,Sudeste,ES,Eletrônicos,Bruno Costa,1302.46,6,1965.2
2023-10-06,Nordeste,PE,Roupas & Calçados,Carlos Lima,148.42,5,157.04
2023-10-06,Sul,PR,Alimentos & Bebidas,Diana Santos,157.63,3,157.29
2023-10-06,Nordeste,MA,Casa & Jardim,Fernanda Alves,523.64,5,575.38
2023-10-06,Centro-Oeste,MT,Esportes & Lazer,Diana Santos,1061.0,5,1061.79
2023-10-06,Nordeste,CE,Casa & Jardim,Gustavo Pereira,201.63,5,227.84
2023-10-06,Sul,PR,Alimentos & Bebidas,Helena Martins,78.58,3,77.23
2023-10-06,Sudeste,MG,Alimentos & Bebidas,Ana Silva,178.75,1,194.65
2023-10-06,Sudeste,ES,Alimentos & Bebidas,Diana Santos,110.0,1,126.93
2023-10-06,Norte,TO,Alimentos & Bebidas,Bruno Costa,152.7,6,135.93
2023-10-06,Centro-Oeste,DF,Roupas & Calçados,Fernanda Alves,98.82,4,93.92
2023-10-06,Sul,SC,Casa & Jardim,Diana Santos,541.23,4,568.13
2023-10-06,Sul,RS,Esportes & Lazer,Eduardo Rocha,95.43,2,122.68
2023-10-06,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,224.58,1,242.82
2023-10-07,Norte,RO,Esportes & Lazer,Bruno Costa,964.41,5,886.89
2023-10-07,Sudeste,MG,Roupas & Calçados,Carlos Lima,187.4,2,262.61
2023-10-07,Sudeste,ES,Casa & Jardim,Carlos Lima,619.63,5,746.28
2023-10-07,Norte,PA,Esportes & Lazer,Fernanda Alves,836.56,6,805.1
2023-10-07,Centro-Oeste,GO,Eletrônicos,Ana Silva,1435.68,2,1796.98
2023-10-07,Nordeste,BA,Casa & Jardim,Helena Martins,613.24,2,592.6
2023-10-08,Sudeste,SP,Alimentos & Bebidas,Carlos Lima,168.96,5,194.58
2023-10-08,Sudeste,SP,Roupas & Calçados,Gustavo Pereira,161.09,6,192.95
2023-10-08,Sudeste,ES,Casa & Jardim,Carlos Lima,710.49,3,952.94
2023-10-08,Norte,TO,Alimentos & Bebidas,Eduardo Rocha,168.91,2,140.98
2023-10-08,Norte,TO,Casa & Jardim,Gustavo Pereira,317.19,6,272.7
2023-10-08,Sudeste,SP,Roupas & Calçados,Diana Santos,142.65,4,203.78
2023-10-08,Sudeste,MG,Roupas & Calçados,Diana Santos,401.69,6,536.3
2023-10-08,Sudeste,ES,Esportes & Lazer,Diana Santos,169.09,3,217.33
2023-10-08,Sudeste,SP,Casa & Jardim,Fernanda Alves,607.26,1,794.11
2023-10-08,Sudeste,RJ,Roupas & Calçados,Carlos Lima,456.9,6,614.74
2023-10-09,Nordeste,BA,Roupas & Calçados,Eduardo Rocha,70.01,1,83.05
2023-10-09,Sudeste,RJ,Esportes & Lazer,Diana Santos,748.6,5,1125.27
2023-10-09,Sul,PR,Eletrônicos,Eduardo Rocha,1235.61,2,1839.2
2023-10-09,Nordeste,BA,Roupas & Calçados,Ana Silva,150.9,2,170.7
2023-10-09,Sul,RS,Casa & Jardim,Ana Silva,600.2,2,640.87
2023-10-09,Sudeste,RJ,Alimentos & Bebidas,Bruno Costa,24.74,1,27.9
2023-10-09,Sudeste,MG,Eletrônicos,Carlos Lima,2087.15,3,3083.37
2023-10-09,Centro-Oeste,MS,Esportes & Lazer,Ana Silva,434.19,5,457.97
2023-10-10,Sudeste,ES,Alimentos & Bebidas,Fernanda Alves,55.72,4,58.31
2023-10-10,Sudeste,ES,Casa & Jardim,Eduardo Rocha,739.38,4,951.22
2023-10-10,Sudeste,RJ,Alimentos & Bebidas,Eduardo Rocha,97.87,5,113.39
2023-10-10,Sudeste,ES,Roupas & Calçados,Carlos Lima,110.87,4,134.66
2023-10-10,Nordeste,MA,Roupas & Calçados,Diana Santos,294.7,3,345.04
2023-10-10,Sudeste,SP,Eletrônicos,Ana Silva,729.76,5,1178.91
2023-10-10,Sudeste,SP,Eletrônicos,Diana Santos,2711.51,4,3808.81
2023-10-10,Sudeste,ES,Eletrônicos,Eduardo Rocha,269.2,5,370.81
2023-10-10,Sudeste,MG,Roupas & Calçados,Carlos Lima,48.53,4,70.21
2023-10-10,Norte,RO,Roupas & Calçados,Diana Santos,53.54,4,47.73
2023-10-10,Sudeste,MG,Casa & Jardim,Helena Martins,553.58,5,685.37
2023-10-10,Norte,RO,Casa & Jardim,Ana Silva,386.22,1,362.28
2023-10-11,Norte,TO,Alimentos & Bebidas,Helena Martins,113.21,6,94.63
2023-10-11,Sul,PR,Eletrônicos,Eduardo Rocha,3404.12,3,4888.33
2023-10-11,Sul,SC,Roupas & Calçados,Helena Martins,195.05,3,225.28
2023-10-11,Centro-Oeste,GO,Alimentos & Bebidas,Ana Silva,219.03,4,184.87
2023-10-11,Sudeste,SP,Alimentos & Bebidas,Gustavo Pereira,147.87,5,173.69
2023-10-11,Sudeste,ES,Roupas & Calçados,Eduardo Rocha,498.63,5,710.28
2023-10-11,Sul,RS,Alimentos & Bebidas,Bruno Costa,37.68,5,42.8
2023-10-11,Sul,SC,Alimentos & Bebidas,Eduardo Rocha,225.81,3,236.33
2023-10-11,Nordeste,MA,Roupas & Calçados,Carlos Lima,457.81,1,466.88
2023-10-11,Nordeste,MA,Alimentos & Bebidas,Eduardo Rocha,210.76,2,191.82
2023-10-11,Nordeste,BA,Eletrônicos,Ana Silva,1136.11,1,1328.6
2023-10-11,Sudeste,SP,Eletrônicos,Helena Martins,273.59,6,383.49
2023-10-11,Sudeste,MG,Eletrônicos,Fernanda Alves,1818.27,1,2618.65
2023-10-12,Nordeste,CE,Casa & Jardim,Gustavo Pereira,266.41,6,278.37
2023-10-12,Sudeste,ES,Casa & Jardim,Ana Silva,507.86,4,585.22
2023-10-12,Sul,PR,Alimentos & Bebidas,Diana Santos,55.15,6,61.36
2023-10-12,Nordeste,MA,Casa & Jardim,Bruno Costa,637.21,2,636.18
2023-10-12,Centro-Oeste,GO,Esportes & Lazer,Ana Silva,683.49,6,707.94
2023-10-12,Sudeste,SP,Alimentos & Bebidas,Fernanda Alves,35.72,6,43.44
2023-10-12,Sudeste,RJ,Eletrônicos,Gustavo Pereira,3129.54,2,5023.34
2023-10-12,Nordeste,CE,Roupas & Calçados,Fernanda Alves,144.19,1,158.51
2023-10-12,Sudeste,SP,Roupas & Calçados,Fernanda Alves,162.29,4,232.1
2023-10-12,Sul,SC,Eletrônicos,Bruno Costa,3374.79,4,4209.04
2023-10-13,Sul,PR,Alimentos & Bebidas,Bruno Costa,162.02,5,172.77
2023-10-13,Centro-Oeste,MT,Roupas & Calçados,Diana Santos,183.06,4,189.07
2023-10-13,Sudeste,RJ,Casa & Jardim,Helena Martins,405.18,3,472.84
2023-10-13,Sudeste,MG,Roupas & Calçados,Helena Martins,370.45,2,489.88
2023-10-14,Sudeste,MG,Esportes & Lazer,Gustavo Pereira,648.21,3,807.81
2023-10-14,Sudeste,ES,Casa & Jardim,Bruno Costa,512.71,6,649.65
2023-10-14,Sul,SC,Alimentos & Bebidas,Gustavo Pereira,171.82,2,171.62
2023-10-14,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,72.29,1,94.02
2023-10-14,Centro-Oeste,MS,Esportes & Lazer,Helena Martins,342.2,5,375.91
2023-10-14,Centro-Oeste,GO,Alimentos & Bebidas,Eduardo Rocha,81.94,5,74.65
2023-10-14,Centro-Oeste,MS,Eletrônicos,Gustavo Pereira,216.96,6,259.59
2023-10-15,Nordeste,BA,Esportes & Lazer,Gustavo Pereira,632.97,5,778.06
2023-10-15,Sul,SC,Roupas & Calçados,Eduardo Rocha,81.71,6,107.4
2023-10-15,Sul,SC,Roupas & Calçados,Helena Martins,216.82,5,278.58
2023-10-15,Sudeste,ES,Casa & Jardim,Ana Silva,161.06,5,189.55
2023-10-15,Sul,SC,Alimentos & Bebidas,Bruno Costa,189.02,5,209.3
2023-10-15,Sul,SC,Alimentos & Bebidas,Bruno Costa,37.48,4,35.63
2023-10-15,Sudeste,MG,Roupas & Calçados,Gustavo Pereira,229.8,2,289.14
2023-10-15,Sudeste,SP,Eletrônicos,Eduardo Rocha,1107.01,6,1612.53
2023-10-15,Sul,PR,Casa & Jardim,Carlos Lima,319.3,1,358.58
2023-10-15,Nordeste,CE,Alimentos & Bebidas,Helena Martins,76.14,4,77.63
2023-10-16,Sul,RS,Esportes & Lazer,Bruno Costa,186.16,6,218.52
2023-10-16,Sul,SC,Casa & Jardim,Helena Martins,126.65,6,143.7
2023-10-16,Sudeste,MG,Alimentos & Bebidas,Gustavo Pereira,59.13,2,61.36
2023-10-16,Norte,RO,Esportes & Lazer,Gustavo Pereira,271.76,1,263.42
2023-10-16,Sudeste,SP,Eletrônicos,Eduardo Rocha,2956.06,1,4276.9
2023-10-16,Sudeste,MG,Alimentos & Bebidas,Carlos Lima,97.84,1,106.06
2023-10-16,Sudeste,MG,Roupas & Calçados,Gustavo Pereira,385.71,3,458.43
2023-10-16,Sul,SC,Eletrônicos,Fernanda Alves,2706.07,1,3853.72
2023-10-17,Nordeste,BA,Roupas & Calçados,Bruno Costa,291.48,5,317.18
2023-10-17,Sul,RS,Roupas & Calçados,Carlos Lima,66.41,5,75.32
2023-10-17,Sudeste,MG,Roupas & Calçados,Carlos Lima,303.33,3,417.02
2023-10-17,Nordeste,PE,Roupas & Calçados,Gustavo Pereira,127.69,3,137.35
2023-10-17,Sudeste,RJ,Alimentos & Bebidas,Helena Martins,191.46,2,206.16
2023-10-17,Sudeste,MG,Esportes & Lazer,Fernanda Alves,470.43,5,601.76
2023-10-17,Centro-Oeste,MS,Eletrônicos,Helena Martins,2717.46,2,3203.49
2023-10-17,Sul,RS,Eletrônicos,Bruno Costa,1144.39,2,1631.87
2023-10-17,Nordeste,BA,Casa & Jardim,Bruno Costa,702.74,4,747.27
2023-10-17,Nordeste,BA,Roupas & Calçados,Bruno Costa,163.29,3,183.85
2023-10-17,Sudeste,SP,Roupas & Calçados,Diana Santos,172.64,4,231.08
2023-10-17,Sudeste,ES,Alimentos & Bebidas,Bruno Costa,218.22,2,234.26
2023-10-17,Sudeste,RJ,Esportes & Lazer,Carlos Lima,736.31,1,1022.67
2023-10-17,Sul,SC,Esportes & Lazer,Helena Martins,926.75,4,1175.37
2023-10-17,Nordeste,BA,Eletrônicos,Helena Martins,1524.67,4,1771.31
2023-10-17,Sudeste,MG,Esportes & Lazer,Helena Martins,403.96,3,553.96
2023-10-18,Sul,PR,Eletrônicos,Eduardo Rocha,2524.31,6,3340.11
2023-10-18,Sudeste,SP,Roupas & Calçados,Eduardo Rocha,124.71,3,172.12
2023-10-18,Sudeste,SP,Roupas & Calçados,Diana Santos,162.24,6,195.3
2023-10-18,Centro-Oeste,GO,Alimentos & Bebidas,Gustavo Pereira,112.25,2,103.45
2023-10-18,Sul,RS,Eletrônicos,Diana Santos,468.95,3,597.27
2023-10-18,Centro-Oeste,MT,Roupas & Calçados,Helena Martins,136.91,3,134.64
2023-10-18,Nordeste,BA,Roupas & Calçados,Fernanda Alves,47.99,3,50.91
2023-10-18,Nordeste,MA,Casa & Jardim,Diana Santos,138.97,2,138.15
2023-10-18,Sudeste,RJ,Roupas & Calçados,Fernanda Alves,204.1,2,269.15
2023-10-19,Nordeste,PE,Eletrônicos,Helena Martins,2734.85,1,3310.42
2023-10-19,Sudeste,MG,Casa & Jardim,Fernanda Alves,378.94,5,472.09
2023-10-19,Centro-Oeste,GO,Esportes & Lazer,Gustavo Pereira,539.87,2,562.12
2023-10-19,Sudeste,RJ,Roupas & Calçados,Eduardo Rocha,122.55,1,148.94
